Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
11/23/2019 06,28.37,59.26,9089
11/23/2019 07,30.34,59.26,9282
11/23/2019 08,29.97,59.26,9577
11/23/2019 09,30,59.26,9727
11/23/2019 10,32.09,59.25,9863
11/23/2019 11,32.31,59.25,9927
11/23/2019 12,32.46,59.25,9919
11/23/2019 13,33.52,59.24,9904
11/23/2019 14,34.88,59.24,9893
11/23/2019 15,32.48,59.24,9884
11/23/2019 16,32.48,59.24,9917
11/23/2019 17,33.32,59.24,10115
11/23/2019 18,38.92,59.25,10451
11/23/2019 19,37.8,59.27,10307
11/23/2019 20,35.22,59.28,10124
11/23/2019 21,32.47,59.28,10018
11/23/2019 22,32.36,59.28,9828
11/23/2019 23,29.03,59.29,9627
11/23/2019 24,29.56,59.29,9330
11/24/2019 01,28.59,59.29,9151
11/24/2019 02,28.09,59.29,9052
11/24/2019 03,24.2,59.28,8979
11/24/2019 04,26.7,59.28,8948
11/24/2019 05,27.45,59.28,8951
11/24/2019 06,25.77,59.28,9022
11/24/2019 07,27.68,59.28,9154
11/24/2019 08,29.38,59.28,9387
11/24/2019 09,28.96,59.28,9572
11/24/2019 10,29.52,59.28,9715
11/24/2019 11,29.07,59.28,9826
11/24/2019 12,31.77,59.28,9902
11/24/2019 13,32.18,59.27,9930
11/24/2019 14,32.19,59.26,9943
11/24/2019 15,32.19,59.24,10022
11/24/2019 16,31.87,59.22,10096
11/24/2019 17,32.79,59.21,10443
11/24/2019 18,33.9,59.2,10714
11/24/2019 19,32.44,59.18,10538
11/24/2019 20,32.23,59.16,10368
11/24/2019 21,33.66,59.15,10254
11/24/2019 22,33.92,59.15,10049
11/24/2019 23,32.88,59.15,9755
11/24/2019 24,29.79,59.14,9488
11/25/2019 01,28.95,59.14,9261
11/25/2019 02,29.25,59.14,9166
11/25/2019 03,28.93,59.13,9128
11/25/2019 04,28.97,59.13,9110
11/25/2019 05,31.11,59.12,9177
11/25/2019 06,30.65,59.12,9385
11/25/2019 07,37.99,59.13,9862
11/25/2019 08,39,59.12,10427
11/25/2019 09,39.71,59.11,10591
11/25/2019 10,39.4,59.1,10628
11/25/2019 11,38.42,59.09,10676
11/25/2019 12,64.1,59.12,10625
11/25/2019 13,54.3,59.15,10584
11/25/2019 14,43.79,59.16,10619
11/25/2019 15,67.93,59.21,10577
11/25/2019 16,78,59.27,10582
11/25/2019 17,77.9,59.32,10785
11/25/2019 18,244.22,59.58,10874
11/25/2019 19,57,59.57,10725
11/25/2019 20,43.92,59.54,10611
11/25/2019 21,45.9,59.53,10483
11/25/2019 22,39.35,59.49,10249
11/25/2019 23,38.11,59.49,9922
11/25/2019 24,38.59,59.48,9629
11/26/2019 01,32.47,59.48,9440
11/26/2019 02,32.26,59.47,9382
11/26/2019 03,32.18,59.47,9288
11/26/2019 04,32.16,59.46,9272
11/26/2019 05,32.13,59.46,9251
11/26/2019 06,32.17,59.45,9439
11/26/2019 07,36.27,59.45,9800
11/26/2019 08,39.76,59.46,10291
11/26/2019 09,39.14,59.45,10440
11/26/2019 10,39.53,59.44,10459
11/26/2019 11,40.58,59.42,10454
11/26/2019 12,40.7,59.39,10481
11/26/2019 13,41.05,59.35,10515
11/26/2019 14,40.81,59.32,10543
11/26/2019 15,33.96,59.29,10456
11/26/2019 16,51.42,59.28,10497
11/26/2019 17,65.35,59.29,10823
11/26/2019 18,57.07,59.3,10947
11/26/2019 19,33.02,59.26,10802
11/26/2019 20,32.21,59.22,10762
11/26/2019 21,32.4,59.18,10655
11/26/2019 22,33.57,59.17,10443
11/26/2019 23,29.47,59.17,10095
11/26/2019 24,29.15,59.16,9721
11/27/2019 01,28.25,59.15,9552
11/27/2019 02,28.06,59.14,9467
11/27/2019 03,27.21,59.13,9432
11/27/2019 04,26.42,59.12,9430
11/27/2019 05,26.32,59.09,9471
11/27/2019 06,26.83,59.02,9625
11/27/2019 07,28.5,58.99,10060
11/27/2019 08,28.97,58.97,10518
11/27/2019 09,31.59,58.96,10662
11/27/2019 10,32.26,58.94,10673
11/27/2019 11,32.24,58.92,10702
11/27/2019 12,31.98,58.91,10756
11/27/2019 13,29.86,58.9,10722
11/27/2019 14,31.99,58.9,10761
11/27/2019 15,32.21,58.89,10765
11/27/2019 16,32.2,58.87,10803
11/27/2019 17,32.2,58.57,10963
11/27/2019 18,32.24,58.45,11062
11/27/2019 19,31.72,58.41,10938
11/27/2019 20,32.22,58.39,10864
11/27/2019 21,32.22,58.22,10765
11/27/2019 22,32.2,58.19,10558
11/27/2019 23,30.33,58.15,10179
11/27/2019 24,28.96,58.13,9821
11/28/2019 01,30.96,58.11,9715
11/28/2019 02,28.95,58.09,9627
11/28/2019 03,29.01,58.06,9569
11/28/2019 04,28.98,58.04,9585
11/28/2019 05,28.95,57.6,9613
11/28/2019 06,30.89,57.15,9805
11/28/2019 07,37.18,56.63,10170
11/28/2019 08,35.52,56.2,10634
11/28/2019 09,74.36,56.14,10822
11/28/2019 10,73.82,56.18,10820
11/28/2019 11,76.54,56.18,10817
11/28/2019 12,88.32,55.94,10766
11/28/2019 13,65.13,55.73,10784
11/28/2019 14,46.54,55.64,10806
11/28/2019 15,41.14,55.61,10824
11/28/2019 16,40.69,55.56,10796
11/28/2019 17,86.99,55.58,10949
11/28/2019 18,80.69,55.42,11041
11/28/2019 19,36.12,55.34,10980
11/28/2019 20,40.74,55.35,10929
11/28/2019 21,40.35,55.36,10818
11/28/2019 22,42.52,55.36,10616
11/28/2019 23,39.18,55.36,10291
11/28/2019 24,48.48,55.39,9986
11/29/2019 01,41.1,55.4,9821
11/29/2019 02,41,55.41,9713
11/29/2019 03,40.44,55.42,9646
11/29/2019 04,40.35,55.43,9675
11/29/2019 05,41.16,55.44,9746
11/29/2019 06,41.89,55.45,9968
11/29/2019 07,63.55,55.49,10340
11/29/2019 08,57.81,55.5,10811
11/29/2019 09,94.32,55.58,10916
11/29/2019 10,70,55.44,10954
11/29/2019 11,79.17,55.49,10968
11/29/2019 12,173.33,55.62,10824
11/29/2019 13,91.23,55.69,10842
11/29/2019 14,85.44,55.76,10822
11/29/2019 15,84.74,55.83,10762
11/29/2019 16,45.07,55.82,10860
11/29/2019 17,83.22,55.88,10989
11/29/2019 18,73.1,55.92,11053
11/29/2019 19,41.72,55.93,10984
11/29/2019 20,54.54,55.96,10937
11/29/2019 21,46.26,55.97,10874
11/29/2019 22,52.99,56,10695
11/29/2019 23,62.98,56.04,10409
11/29/2019 24,56.44,56.07,10148
11/30/2019 01,43.67,56.09,9925
11/30/2019 02,41.29,56.1,9789
11/30/2019 03,41.88,56.11,9714
11/30/2019 04,47.48,56.13,9742
11/30/2019 05,46.32,56.14,9794
11/30/2019 06,50.62,56.15,9842
11/30/2019 07,48.9,56.16,9983
11/30/2019 08,47.03,56.15,10255
11/30/2019 09,53.13,56.16,10450
11/30/2019 10,81.07,56.21,10533
11/30/2019 11,79.75,56.26,10535
11/30/2019 12,88.23,56.33,10518
11/30/2019 13,72.75,56.38,10458
11/30/2019 14,48.42,56.38,10441
11/30/2019 15,35.89,56.36,10405
11/30/2019 16,33.05,56.31,10425
11/30/2019 17,34.79,56.24,10719
11/30/2019 18,64.93,56.24,10927
11/30/2019 19,33.11,56.23,10839
11/30/2019 20,32.3,56.23,10721
11/30/2019 21,30.68,56.21,10595
11/30/2019 22,32.26,56.2,10452
11/30/2019 23,31.94,56.19,10196
11/30/2019 24,32.32,56.17,9977
12/01/2019 01,32.49,56.17,9816
12/01/2019 02,32.31,56.17,9606
12/01/2019 03,30.5,56.17,9505
12/01/2019 04,30.25,56.16,9460
12/01/2019 05,30.25,56.16,9468
12/01/2019 06,29.24,56.14,9518
12/01/2019 07,30.42,56.13,9698
12/01/2019 08,31.08,56.1,9960
12/01/2019 09,32.27,56.09,10149
12/01/2019 10,32.93,56.05,10238
12/01/2019 11,37,56.03,10323
12/01/2019 12,32.93,56.03,10386
12/01/2019 13,36.63,56.03,10379
12/01/2019 14,33.74,56.04,10330
12/01/2019 15,35.47,56.03,10259
12/01/2019 16,35.77,56.02,10411
12/01/2019 17,63.89,56.05,10764
12/01/2019 18,35.28,56.04,11021
12/01/2019 19,32.35,56.02,10921
12/01/2019 20,32.42,56.03,10791
12/01/2019 21,35.11,56.03,10633
12/01/2019 22,35.54,56.03,10427
12/01/2019 23,32.41,56.03,10088
12/01/2019 24,32.53,56.03,9763
12/02/2019 01,30.21,56.03,9553
12/02/2019 02,28.97,56.03,9387
12/02/2019 03,28.95,56.03,9308
12/02/2019 04,28.92,56.03,9292
12/02/2019 05,30.15,56.04,9361
12/02/2019 06,28.99,56.03,9562
12/02/2019 07,30.89,56.03,9986
12/02/2019 08,33.07,56.03,10510
12/02/2019 09,36.72,56.04,10680
12/02/2019 10,33.16,56.04,10629
12/02/2019 11,32.33,56.04,10564
12/02/2019 12,32.32,56.04,10533
12/02/2019 13,32.31,56.03,10511
12/02/2019 14,30.52,56.03,10539
12/02/2019 15,30.02,56.03,10546
12/02/2019 16,30.5,56.02,10606
12/02/2019 17,36.69,56.03,10830
12/02/2019 18,32.25,56.01,10978
12/02/2019 19,33.72,56,10809
12/02/2019 20,32.31,55.98,10764
12/02/2019 21,30.99,55.98,10571
12/02/2019 22,29.85,55.97,10167
12/02/2019 23,28.46,55.97,9867
12/02/2019 24,28.8,55.96,9525
12/03/2019 01,27.8,55.96,9367
12/03/2019 02,25.47,55.95,9310
12/03/2019 03,26.99,55.94,9233
12/03/2019 04,26.79,55.93,9242
12/03/2019 05,27.58,55.92,9277
12/03/2019 06,29.38,55.92,9481
12/03/2019 07,32.52,55.91,9789
12/03/2019 08,32.85,55.91,10326
12/03/2019 09,32.79,55.91,10406
12/03/2019 10,33.97,55.9,10331
12/03/2019 11,38.47,55.9,10225
12/03/2019 12,45.18,55.9,10221
12/03/2019 13,33.01,55.89,10169
12/03/2019 14,32.37,55.87,10209
12/03/2019 15,31.9,55.85,10252
12/03/2019 16,30.02,55.83,10284
12/03/2019 17,32.15,55.81,10543
12/03/2019 18,32.44,55.72,10750
12/03/2019 19,30.79,55.66,10602
12/03/2019 20,29.4,55.6,10492
12/03/2019 21,29.9,55.59,10457
12/03/2019 22,32.23,55.57,10293
12/03/2019 23,29.36,55.56,9973
12/03/2019 24,27.87,55.54,9616
12/04/2019 01,27.5,55.54,9396
12/04/2019 02,26.85,55.53,9247
12/04/2019 03,26.17,55.52,9150
12/04/2019 04,26.85,55.51,9173
12/04/2019 05,28.06,55.5,9262
12/04/2019 06,27.84,55.49,9479
12/04/2019 07,28.88,55.47,9925
12/04/2019 08,29.29,55.46,10458
12/04/2019 09,28.89,55.46,10632
12/04/2019 10,28.96,55.43,10610
12/04/2019 11,28.8,55.41,10637
12/04/2019 12,29.34,55.39,10678
12/04/2019 13,30.7,55.36,10650
12/04/2019 14,28.84,55.34,10606
12/04/2019 15,28.88,55.32,10645
12/04/2019 16,31.3,55.31,10750
12/04/2019 17,31.82,55.29,10942
12/04/2019 18,32.2,55.22,11064
12/04/2019 19,32.18,55.18,10868
12/04/2019 20,49.77,55.2,10744
12/04/2019 21,58.75,55.24,10634
12/04/2019 22,53.52,55.26,10406
12/04/2019 23,41.26,55.27,10060
12/04/2019 24,41.15,55.28,9712
12/05/2019 01,41.62,55.3,9530
12/05/2019 02,41.71,55.31,9449
12/05/2019 03,41.81,55.32,9403
12/05/2019 04,41.66,55.33,9390
12/05/2019 05,41.58,55.34,9459
12/05/2019 06,41.88,55.35,9748
12/05/2019 07,49.21,55.36,10173
12/05/2019 08,56.46,55.38,10653
12/05/2019 09,42.24,55.39,10771
12/05/2019 10,39.93,55.4,10741
12/05/2019 11,59.48,55.44,10722
12/05/2019 12,86.37,55.49,10671
12/05/2019 13,60.46,55.53,10646
12/05/2019 14,55.94,55.56,10678
12/05/2019 15,47.56,55.57,10628
12/05/2019 16,43.98,55.57,10691
12/05/2019 17,38.01,55.56,11013
12/05/2019 18,58.78,55.57,11179
12/05/2019 19,39.97,55.58,11063
12/05/2019 20,46.45,55.6,10948
12/05/2019 21,46.45,55.61,10806
12/05/2019 22,46.45,55.62,10549
12/05/2019 23,43.5,55.63,10259
12/05/2019 24,40.84,55.64,9936
12/06/2019 01,38.36,55.65,9778
12/06/2019 02,37.6,55.65,9641
12/06/2019 03,37.47,55.65,9540
12/06/2019 04,37.3,55.66,9510
12/06/2019 05,36.43,55.66,9501
12/06/2019 06,35.22,55.65,9641
12/06/2019 07,37.59,55.64,10034
12/06/2019 08,37.48,55.64,10549
12/06/2019 09,39.49,55.65,10749
12/06/2019 10,49.57,55.66,10749
12/06/2019 11,48.49,55.66,10731
12/06/2019 12,50.33,55.65,10727
12/06/2019 13,54.52,55.66,10702
12/06/2019 14,54.72,55.69,10706
12/06/2019 15,54.12,55.72,10692
12/06/2019 16,36.14,55.72,10673
12/06/2019 17,58.15,55.72,10911
12/06/2019 18,37.44,55.67,11061
12/06/2019 19,32.22,55.64,10837
12/06/2019 20,30.05,55.63,10661
12/06/2019 21,29.78,55.62,10509
12/06/2019 22,30.86,55.61,10389
12/06/2019 23,37.44,55.61,10123
12/06/2019 24,37.48,55.61,9822
12/07/2019 01,32.87,55.6,9596
12/07/2019 02,28.24,55.59,9461
12/07/2019 03,28.17,55.59,9421
12/07/2019 04,28.1,55.58,9422
12/07/2019 05,28.23,55.57,9442
12/07/2019 06,28.23,55.56,9501
12/07/2019 07,28.27,55.54,9651
12/07/2019 08,30.02,55.53,9861
12/07/2019 09,36.33,55.54,10075
12/07/2019 10,38.76,55.54,10260
12/07/2019 11,39.79,55.54,10340
12/07/2019 12,43.18,55.55,10417
12/07/2019 13,42.3,55.56,10423
12/07/2019 14,35.76,55.56,10449
12/07/2019 15,38.54,55.56,10520
12/07/2019 16,42.55,55.58,10612
12/07/2019 17,91.08,55.65,10845
12/07/2019 18,562.48,56.33,10929
12/07/2019 19,60.87,56.35,10734
12/07/2019 20,115.4,56.46,10622
12/07/2019 21,61.33,56.5,10487
12/07/2019 22,57.23,56.53,10409
12/07/2019 23,66.02,56.58,10190
12/07/2019 24,50.08,56.61,9950
12/08/2019 01,39.55,56.63,9759
12/08/2019 02,36.66,56.64,9606
12/08/2019 03,28.29,56.64,9591
12/08/2019 04,28.29,56.64,9629
12/08/2019 05,31.09,56.64,9647
12/08/2019 06,37.29,56.65,9695
12/08/2019 07,37.58,56.66,9780
12/08/2019 08,36.57,56.66,10002
12/08/2019 09,42.59,56.68,10232
12/08/2019 10,50.41,56.7,10361
12/08/2019 11,60,56.73,10440
12/08/2019 12,55,56.76,10433
12/08/2019 13,41.7,56.77,10435
12/08/2019 14,67.18,56.82,10411
12/08/2019 15,59.67,56.83,10379
12/08/2019 16,96.01,56.87,10430
12/08/2019 17,84.33,56.89,10791
12/08/2019 18,218.78,57.02,11005
12/08/2019 19,58.55,56.81,10959
12/08/2019 20,36.99,56.76,10892
12/08/2019 21,41.7,56.74,10770
12/08/2019 22,38.34,56.74,10560
12/08/2019 23,36.31,56.74,10242
12/08/2019 24,37.52,56.74,9895
12/09/2019 01,35.78,56.74,9641
12/09/2019 02,32.1,56.73,9607
12/09/2019 03,29.01,56.73,9546
12/09/2019 04,28.12,56.72,9536
12/09/2019 05,28.16,56.72,9606
12/09/2019 06,29.47,56.72,9790
12/09/2019 07,29.6,56.72,10265
12/09/2019 08,36.6,56.73,10788
12/09/2019 09,37.81,56.74,10977
12/09/2019 10,38.77,56.74,10998
12/09/2019 11,85.48,56.75,11007
12/09/2019 12,142.71,56.82,10873
12/09/2019 13,172.59,56.93,10865
12/09/2019 14,79.06,56.9,10889
12/09/2019 15,65.22,56.86,10915
12/09/2019 16,86.2,56.85,10990
12/09/2019 17,81.46,56.79,11232
12/09/2019 18,80.55,56.53,11393
12/09/2019 19,84.29,56.53,11255
12/09/2019 20,89.18,56.57,11092
12/09/2019 21,54.05,56.57,10927
12/09/2019 22,41.04,56.57,10626
12/09/2019 23,40.21,56.57,10298
12/09/2019 24,34.42,56.54,10031
12/10/2019 01,32.79,56.54,9865
12/10/2019 02,29.95,56.53,9753
12/10/2019 03,29.96,56.52,9699
12/10/2019 04,29.94,56.51,9645
12/10/2019 05,29.92,56.49,9733
12/10/2019 06,30.29,56.47,9916
12/10/2019 07,33.08,56.46,10322
12/10/2019 08,37.92,56.46,10726
12/10/2019 09,38.76,56.46,10846
12/10/2019 10,40.81,56.44,10797
12/10/2019 11,34.03,56.39,10816
12/10/2019 12,39.12,56.36,10766
12/10/2019 13,34.64,56.31,10756
12/10/2019 14,43.47,56.27,10750
12/10/2019 15,48.88,56.26,10756
12/10/2019 16,77.24,56.29,10799
12/10/2019 17,92.44,56.03,11108
12/10/2019 18,244.37,55.61,11174
12/10/2019 19,208.34,55.64,10963
12/10/2019 20,40.03,55.6,11084
12/10/2019 21,37.37,55.57,11006
12/10/2019 22,39,55.51,10757
12/10/2019 23,31.26,55.48,10485
12/10/2019 24,29.91,55.43,10195
12/11/2019 01,29.29,55.41,9959
12/11/2019 02,28.95,55.38,9827
12/11/2019 03,28.99,55.36,9766
12/11/2019 04,29.1,55.33,9830
12/11/2019 05,30.17,55.31,9875
12/11/2019 06,30.7,55.29,10101
12/11/2019 07,33.44,55.28,10556
12/11/2019 08,36.24,55.3,10928
12/11/2019 09,46.69,55.31,11076
12/11/2019 10,41.14,55.32,11088
12/11/2019 11,71.87,55.3,11017
12/11/2019 12,172.26,55.42,10962
12/11/2019 13,75.65,55.46,10925
12/11/2019 14,45.52,55.41,10988
12/11/2019 15,64.78,55.42,10964
12/11/2019 16,39.64,55.43,11060
12/11/2019 17,37.89,55.43,11299
12/11/2019 18,38.93,55.35,11355
12/11/2019 19,39.17,55.37,11235
12/11/2019 20,35.88,55.38,11174
12/11/2019 21,312.19,55.77,10968
12/11/2019 22,40.4,55.76,10839
12/11/2019 23,33.84,55.77,10551
12/11/2019 24,34.2,55.77,10185
12/12/2019 01,31.04,55.77,9952
12/12/2019 02,31.95,55.78,9821
12/12/2019 03,31.98,55.78,9816
12/12/2019 04,30.14,55.78,9784
12/12/2019 05,31.82,55.78,9806
12/12/2019 06,31.95,55.77,9934
12/12/2019 07,36.64,55.74,10381
12/12/2019 08,35.33,55.67,10797
12/12/2019 09,37.85,55.59,10994
12/12/2019 10,31.99,55.51,10999
12/12/2019 11,32.56,54.9,10971
12/12/2019 12,32.6,53.95,10997
12/12/2019 13,36.9,53.54,10958
12/12/2019 14,37.14,52.63,10948
12/12/2019 15,37.14,52.6,11002
12/12/2019 16,39.71,52.55,11056
12/12/2019 17,67.42,51.87,11254
12/12/2019 18,83.79,51.58,11321
12/12/2019 19,38.08,51.59,11211
12/12/2019 20,58.02,51.55,11187
12/12/2019 21,83.26,51.45,11078
12/12/2019 22,88.99,51.49,10823
12/12/2019 23,45.21,51.51,10496
12/12/2019 24,46.54,51.41,10199
12/13/2019 01,39.93,51.4,10004
12/13/2019 02,36.2,51.4,9868
12/13/2019 03,38.74,51.41,9791
12/13/2019 04,39.63,51.42,9795
12/13/2019 05,39.55,51.43,9875
12/13/2019 06,36.49,51.41,10009
12/13/2019 07,123.64,51.51,10362
12/13/2019 08,75.15,51.57,10854
12/13/2019 09,40.88,51.56,11119
12/13/2019 10,39.73,51.57,11204
12/13/2019 11,76.39,51.62,11228
12/13/2019 12,36.57,51.56,11197
12/13/2019 13,36.27,51.51,11138
12/13/2019 14,36.53,51.45,11144
12/13/2019 15,62.05,51.46,11057
12/13/2019 16,54.14,51.46,11088
12/13/2019 17,105.27,51.53,11280
12/13/2019 18,71.62,51.54,11283
12/13/2019 19,40.47,51.55,11222
12/13/2019 20,34.38,51.54,11163
12/13/2019 21,51.07,51.57,11061
12/13/2019 22,273.43,51.89,10708
12/13/2019 23,88.98,51.97,10449
12/13/2019 24,50.71,51.99,10285
12/14/2019 01,34.7,51.99,10130
12/14/2019 02,31.97,51.99,9979
12/14/2019 03,31.97,51.99,9899
12/14/2019 04,31.95,51.99,9871
12/14/2019 05,32,51.99,9860
12/14/2019 06,31.98,51.98,9908
12/14/2019 07,36.71,51.97,10040
12/14/2019 08,36.73,51.96,10227
12/14/2019 09,38.23,51.95,10453
12/14/2019 10,43.01,51.93,10596
12/14/2019 11,129,52.05,10589
12/14/2019 12,55.38,52.04,10656
12/14/2019 13,62.18,52.04,10638
12/14/2019 14,51.02,52.04,10532
12/14/2019 15,36.81,52.03,10468
12/14/2019 16,36.44,52.01,10556
12/14/2019 17,40.28,52,10847
12/14/2019 18,40.33,52.01,11055
12/14/2019 19,41.22,52.02,10926
12/14/2019 20,37.87,52.02,10793
12/14/2019 21,36.56,52.02,10725
12/14/2019 22,34.42,52,10578
12/14/2019 23,28.89,51.99,10319
12/14/2019 24,28.84,51.97,10048
12/15/2019 01,28.77,51.95,9891
12/15/2019 02,28.8,51.95,9744
12/15/2019 03,28.74,51.94,9673
12/15/2019 04,30.06,51.94,9662
12/15/2019 05,34.26,51.94,9691
12/15/2019 06,33.9,51.94,9739
12/15/2019 07,33.98,51.9,9840
12/15/2019 08,30.55,51.9,10004
12/15/2019 09,33.35,51.89,10258
12/15/2019 10,40.04,51.89,10360
12/15/2019 11,40.01,51.89,10450
12/15/2019 12,39.93,51.88,10499
12/15/2019 13,49.15,51.88,10505
12/15/2019 14,39.35,51.88,10474
12/15/2019 15,36.64,51.88,10451
12/15/2019 16,34.45,51.87,10526
12/15/2019 17,35.34,51.86,10912
12/15/2019 18,37.62,51.87,11182
12/15/2019 19,37.47,51.88,11085
12/15/2019 20,35.05,51.88,10991
12/15/2019 21,36.62,51.89,10876
12/15/2019 22,36.71,51.89,10694
12/15/2019 23,32.68,51.9,10333
12/15/2019 24,29.3,51.89,10034
12/16/2019 01,27.9,51.89,9841
12/16/2019 02,27.94,51.88,9752
12/16/2019 03,27.9,51.87,9718
12/16/2019 04,27.86,51.87,9721
12/16/2019 05,28.06,51.87,9802
12/16/2019 06,28.07,51.87,9971
12/16/2019 07,28.68,51.86,10402
12/16/2019 08,29.24,51.86,10938
12/16/2019 09,30.57,51.86,11102
12/16/2019 10,30.65,51.85,10996
12/16/2019 11,31.14,51.84,11032
12/16/2019 12,32.15,51.83,11020
12/16/2019 13,32.37,51.82,10951
12/16/2019 14,32.69,51.81,10888
12/16/2019 15,32.76,51.81,10880
12/16/2019 16,32.93,51.81,10959
12/16/2019 17,36.43,51.81,11181
12/16/2019 18,36.32,51.82,11283
12/16/2019 19,36.49,51.82,11195
12/16/2019 20,36.29,51.83,11095
12/16/2019 21,33.39,51.83,10985
12/16/2019 22,32.7,51.83,10777
12/16/2019 23,30.55,51.83,10392
12/16/2019 24,29.56,51.82,10079
12/17/2019 01,28.8,51.82,9861
12/17/2019 02,28.54,51.82,9722
12/17/2019 03,28.06,51.82,9656
12/17/2019 04,28.06,51.81,9611
12/17/2019 05,28.58,51.81,9672
12/17/2019 06,28.8,51.81,9743
12/17/2019 07,31.13,51.81,10145
12/17/2019 08,32.11,51.82,10657
12/17/2019 09,33.49,51.82,10852
12/17/2019 10,34.12,51.83,10854
12/17/2019 11,34.57,51.83,10859
12/17/2019 12,35.43,51.83,10846
12/17/2019 13,38.02,51.84,10826
12/17/2019 14,39.35,51.85,10765
12/17/2019 15,37.57,51.86,10697
12/17/2019 16,33.26,51.86,10708
12/17/2019 17,39.83,51.87,11010
12/17/2019 18,47.95,51.89,11159
12/17/2019 19,35.51,51.9,11025
12/17/2019 20,37.53,51.91,10902
12/17/2019 21,36.6,51.92,10729
12/17/2019 22,36.82,51.93,10480
12/17/2019 23,30.03,51.93,10123
12/17/2019 24,28.83,51.94,9814
12/18/2019 01,28.72,51.94,9588
12/18/2019 02,27.25,51.94,9496
12/18/2019 03,27.5,51.95,9454
12/18/2019 04,27.73,51.96,9409
12/18/2019 05,28.64,51.96,9496
12/18/2019 06,28.93,51.96,9721
12/18/2019 07,31.35,51.96,10145
12/18/2019 08,32.81,51.96,10636
12/18/2019 09,41.52,51.97,10819
12/18/2019 10,38.43,51.98,10755
12/18/2019 11,38.32,51.98,10718
12/18/2019 12,52.01,52,10717
12/18/2019 13,48.4,52.01,10658
12/18/2019 14,38.8,52.01,10718
12/18/2019 15,34.48,51.98,10773
12/18/2019 16,34.49,51.94,10872
12/18/2019 17,56.18,51.62,11185
12/18/2019 18,41.31,51.51,11240
12/18/2019 19,31.95,51.22,11137
12/18/2019 20,32.79,51.21,11064
12/18/2019 21,32.66,51.19,10947
12/18/2019 22,32.21,51.17,10716
12/18/2019 23,31.1,51.16,10335
12/18/2019 24,28.76,51.14,9990
12/19/2019 01,28.58,51.12,9743
12/19/2019 02,28.56,51.05,9619
12/19/2019 03,28.06,51.02,9506
12/19/2019 04,28.38,50.99,9491
12/19/2019 05,28.65,50.98,9553
12/19/2019 06,33.08,50.95,9748
12/19/2019 07,35.78,50.16,10182
12/19/2019 08,36.5,50.1,10728
12/19/2019 09,40.26,50.03,10941
12/19/2019 10,38.71,49.95,10963
12/19/2019 11,35.53,49.89,10897
12/19/2019 12,34.98,49.81,10872
12/19/2019 13,34.3,49.79,10808
12/19/2019 14,34.33,49.78,10790
12/19/2019 15,35.18,49.72,10825
12/19/2019 16,35.57,49.7,10893
12/19/2019 17,41.39,49.68,11161
12/19/2019 18,78.08,49.68,11246
12/19/2019 19,41.52,49.69,11140
12/19/2019 20,42.75,49.7,11049
12/19/2019 21,76.26,49.74,10915
12/19/2019 22,134.73,49.85,10678
12/19/2019 23,60.81,49.88,10320
12/19/2019 24,41.97,49.85,10037
12/20/2019 01,34.63,49.83,9823
12/20/2019 02,34.23,49.82,9657
12/20/2019 03,30.84,49.81,9636
12/20/2019 04,28.7,49.79,9630
12/20/2019 05,28.59,49.76,9709
12/20/2019 06,28.66,49.69,9868
12/20/2019 07,29.37,49.28,10215
12/20/2019 08,35.07,49.13,10653
12/20/2019 09,38.63,48.83,10855
12/20/2019 10,38.45,48.63,10891
12/20/2019 11,38.77,48.23,10887
12/20/2019 12,38.27,47.92,10852
12/20/2019 13,38.27,47.66,10799
12/20/2019 14,38.13,47.07,10790
12/20/2019 15,38.2,46.71,10697
12/20/2019 16,38.67,46.42,10784
12/20/2019 17,73.57,45.73,11049
12/20/2019 18,78,44.56,11217
12/20/2019 19,57.39,44,11083
12/20/2019 20,40.25,43.88,10972
12/20/2019 21,38.79,43.86,10801
12/20/2019 22,38.87,43.85,10572
12/20/2019 23,38.63,43.8,10295
12/20/2019 24,39.21,43.79,9966
12/21/2019 01,37.23,43.78,9746
12/21/2019 02,33.6,43.77,9607
12/21/2019 03,31.61,43.77,9547
12/21/2019 04,28.53,43.76,9507
12/21/2019 05,28.66,43.74,9543
12/21/2019 06,28.59,43.71,9631
12/21/2019 07,29.37,43.68,9788
12/21/2019 08,30.11,43.66,10042
12/21/2019 09,34.52,43.63,10331
12/21/2019 10,37.12,43.35,10428
12/21/2019 11,36.97,43.32,10545
12/21/2019 12,36.88,43.27,10616
12/21/2019 13,36.87,43.24,10572
12/21/2019 14,34.81,43.23,10514
12/21/2019 15,34.43,43.22,10438
12/21/2019 16,36.51,43.23,10496
12/21/2019 17,37.57,43.24,10766
12/21/2019 18,37.08,43.24,10949
12/21/2019 19,36.94,43.25,10802
12/21/2019 20,35.01,43.24,10609
12/21/2019 21,34.69,43.24,10512
12/21/2019 22,36.99,43.24,10349
12/21/2019 23,35.02,43.24,10166
12/21/2019 24,36.93,43.24,9923
